,Name,Link,Lyrics
252,Resistance,https://www.vagalume.com.br/lana-del-rey/resistance.html,"OOh baby, when you call me, I come to From dreams I'll wake And I'm waiting for you OOh baby, when you call me, I come to I jump through hula hoops of fire Just to get to you You're making me crazy, oh little baby Shut your complaining, aye-aye-aye-aye You make me so angry, someone should pay me Why don't you get the sty-y-y-yle Make me smile Life's been killing me, but I willingly go You're kidding me, why keep leading me on? Keep killing me, won't stop stealing my heart Keep killing me, won't stop bleeding my soul You know I go the distance The path of least resistance OOh honey, when you call me, I want to Stay on the telephone for hours Just to get you home Oh sugar, when you call me after school I see your smile And I could run a methampheta-mile I'll never forget it, oh you'll regret it Nowhere to kiss it, aye-aye-aye-aye Take it or leave it, better believe it You'll never see why-y-y-y Say goodbye Life's been killing me, but I willingly go You're kidding me Why keep leading me on? Keep killing me, won't stop stealing my heart Keep killing me, won't stop bleeding my soul You know I go the distance The path of least resistance New kind of porno One that has yet been born, oh Loving you's like loving a hurricane, I'm tired of All the mess you make All the hearts you break Loving you's like loving a dirty bomb You're blowing up All the cash I'm paid, all the love we made Life's been killing me, but I willingly go You're kidding me Why keep leading me on? Keep killing me, won't stop stealing my heart Keep killing me, won't stop bleeding my soul Life's been killing me, but I willingly go You're kidding me Why keep leading me on? Keep killing me, won't stop stealing my heart Keep killing me, won't stop bleeding my soul You know I go the distance The path of least resistance Your problem with commitments The bane of my existence True love, it comes once You messed it up, you stupid (cunt)</div>"
253,Ride,https://www.vagalume.com.br/lana-del-rey/ride.html,"I've been out on that open road You can be my full time, daddy White and gold Singing blues has been getting old You can be my full time, baby Hot or cold Don't break me down I've been traveling too long I've been trying too hard With one pretty song I hear the birds on the summer breeze, I drive fast I am alone at midnight Been trying hard not to get into trouble, but I I've got a war in my mind So, I just ride, I just ride I just ride, I just ride Dying young and I'm playing hard That's the way my father made his life an art Drink all day and we talk 'til dark That's the way the road doves do it, ride 'til dark Don't leave me now Don't say goodbye Don't turn around Leave me high and dry I hear the birds on the summer breeze, I drive fast I am alone at midnight Been trying hard not to get into trouble, but I I've got a war in my mind I just ride, I just ride I just ride, I just ride I'm tired of feeling like I'm f*cking crazy I'm tired of driving 'til I see stars in my eyes It's all I've got to keep myself sane, baby So I just ride, I just ride I hear the birds on the summer breeze, I drive fast I am alone at midnight Been trying hard not to get into trouble, but I I've got a war in my mind I just ride, I just ride I just ride, I just ride</div>"
254,Ride (Monologue),https://www.vagalume.com.br/lana-del-rey/ride-monologue.html,"I was in the winter of my life And the men that I met along the road were my only summer. At night, I fell asleep with visions of myself Dancing and laughing and crying with them. Three years down the line of being on an endless world tour And my memories of them were the only things that Substained me and my only real happy times. I was a singer, not a very popular one, Who one had dreams of becoming a beautiful poet - But upon an unfortunate series of events Saw those dreams dashed And divided like a millions stars in the night sky That I wished on over and over again - sparkling and broken. But I didn't really mind because I knew That it takes getting everything You ever wanted and then losing it To know what true freedom is. When the people I used to know Found out what I had been doing How I had been living - they asked me why. But there's no use in talking to people who have a home, They have no idea what it's like to seek safety I In other people, For home to be wherever you lie your head. I was always an unusual girl, My mother told me I had a chameleon soul. No morall compass pointing due north, no fixed personality. Just an inner indecisiveness That was as wide and as wavering as the ocean. And if I said that I didn't plan For it to turn out this was, I'd be lying - Because I was born to be the other woman. I belong to no one - who belonged to everyone, Who had nothing, who wanted everything With a fire for every experience And an obsession for freedom That terrified me to the point I couldn't even talk about - And pushed me to a nomatic point Of madness that both dazzled and dizzied me."" I've been out on that open road You can be my full time, daddy White and gold Singing blues has been getting old You can be my full time, baby Hot or cold Don't break me down I've been traveling too long I've been trying too hard With one pretty song I hear the birds on the summer breeze, I drive fast I am alone in the night Been trying hard not to get into trouble, but I I've got a war in my mind So, I just ride, I just ride I just ride, I just ride Dying young and I'm playing hard That's the way my father made his life an art Drink all day and we talk 'til dark That's the way the road doves do it, ride 'til dark Don't leave me now Don't say goodbye Don't turn around Leave me high and dry I hear the birds on the summer breeze, I drive fast I am alone in the night Been trying hard not to get into trouble, but I I've got a war in my mind I just ride, I just ride I just ride, I just ride I'm tired of feeling like I'm f*cking crazy I'm tired of driving 'til I see stars in my eyes I look up to hear myself saying ""Baby, too much I strive, I just ride"" I hear the birds on the summer breeze, I drive fast I am alone in the night Been trying hard not to get into trouble, but I I've got a war in my mind I just ride, I just ride I just ride, I just ride ""Every night I used to pray that I'd find my people - And finally I did - on the open road. We had nothing to lose, nothing to gain Nothing we desired anymore - Except to make our lives into a work of art. Live fast. Die young. Be wild, and have fun I believe in the country America used to be. I believe in the person I want to become. I believe in the freedom of the open road. And my motto is the same as ever - I believe in the kindness of strangers. And when I'm at war with myself - I ride. I just ride. Who are you? Are you in touch with all your darkest fantasies? Have you created a life for yourself where you're free to experience them? I have! I am fucking crazy, but I am free!"
255,Ride or Die,https://www.vagalume.com.br/lana-del-rey/ride-or-die.html,Cruising down ..couple of art Just say light up the sky Do you remember my name She a ride or die 'cause she no one ..long to your heart If you try to fight I have left my mark on you There is nothing you can do When you think you over me And you're that ..wrong</div>
256,Roses,https://www.vagalume.com.br/lana-del-rey/roses.html,"Roses Uh, feeling's gone Feeling's gone Uh oh, uh oh, uh oh, uh oh Uh oh, uh oh, oh, oh, oh, oh This love is dead You always buy me roses when I'm mad Do you think I'll forgive you just like that? Did you forget who you were seeing, yeah? I'm not letting you off easy, I'm still sad I'm kissing you hard, you got my lipstick on your Face I stole your girlfriend's keys, kicked her our of your place Because I want you more than I did before, before I'm missing you hard, give you my Soft-core babyface And then we start to fight, tumble down the staircase And when we hit that floor you want me even more, more And then you buy me roses and it's fine I forgive you almost all the time As long as you remember that you're mine I'll let you off easy, it's alright And then you buy me roses and it's fine I forgive you almost all the time As long as you remember that you're mine I'll let you off easy, it's alright You always buy me roses like a creep Asking for forgiveness, unsexy What happened to the man you used to be? If you still want my love then work for me You're kissing me hard, you got my lipstick On your face You show me what you got and put a girl in her place If you want me more than you did before And then you buy me roses and it's fine I forgive you almost all the time As long as you remember that you're mine I'll let you off easy, it's alright And then you buy me roses and it's fine I forgive you almost all the time As long as you remember that you're mine I'll let you off easy, it's alright We got conversations ain't nothing said This girl was crazy, I done lost my head Her life is awesome, the doctor said But my shit feel awful, this love is dead And then you buy me roses and it's fine I forgive you almost all the time As long as you remember that you're mine I'll let you off easy, it's alright And then you buy me roses and it's fine I forgive you almost all the time As long as you remember that you're mine I'll let you off easy, it's alright See I could see the pain In her eyes, in her eyes This love is dead This love is dead</div>"
257,Sad Girl,https://www.vagalume.com.br/lana-del-rey/sad-girl.html,"Being a mistress on the side It might not appeal to fools like you We've been around on the side Wanna be something you would do But you haven't seen my man You haven't seen my man You haven't seen my man You haven't seen him He's got the fire and he walks with it He's got the fire and he talks with it His Bonnie on the side, Bonnie on the side Makes me so sad girl His money on the side, money on the side Makes me so sad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a bad girl I'm a bad girl Being a bad bitch on the side It might not appeal to fools like you We've been around when he gets high It might not be something you would do But you haven't seen my man You haven't seen my man You haven't seen my man You haven't seen him He's got the fire and he walks with it He's got the fire and he talks with it His Bonnie on the side, Bonnie on the side Makes me so sad girl His money on the side, money on the side Makes me so sad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a bad girl I'm a bad girl Watch what you say to me Careful who you're talking to Watch what you say to me Careful who you're talking to I'm on fire, baby I'm on fire He's got the fire and he walks with it He's got the fire and he talks with it His Bonnie on the side, Bonnie on the side Makes me so sad girl His money on the side, money on the side Makes me so sad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a bad girl I'm a bad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a sad girl I'm a bad girl I'm a bad girl</div>"
258,Salamander,https://www.vagalume.com.br/lana-del-rey/salamander.html,"Get out of my blood, salamander! I can't seem to blow off enough steam to get you out of my head Soul cycle you to death, run you out of my blood to San Pedro And yet, everywhere I go, it seems there you are And there I am I don't want to sell my stories anymore, stop pushing me Some stories aren't meant to be sold Some words aren't meant to be told I want to leave them underneath the nightstand to be forgotten or remembered should my thoughts come upon them in the middle of the night after a long beach day Or by you, some afternoon, to thumb through with your worn warm after-work hands I love you, but you don't understand me, I'm a real poet! My life is my poetry, my love making is my legacy! My thoughts are about nothing, and beautiful, and for free You see, the things that can't be bought can't be evaluated, and that makes them beyond human reach Untouchable, safe, otherworldy Unable to be deciphered or metabolized Something metaphysical like a view of the sea on a summer day on the most perfect winding road taken in from the car window A thing perfect, and ready to become a part of the texture of the fabric of something more ethereal Like Mount Olympus, where Zeus sent Athena and the rest of the immortals plague</div>"
259,Salvatore,https://www.vagalume.com.br/lana-del-rey/salvatore.html,"All the lights in Miami begin to gleam Ruby, blue and green, neon too Everything looks better from above my king Like aqua marine, ocean's blue Ah-ah-ah-ah Ah-ah-ah-ah Cacciatore La-da-da-da-da La-da-da-da-da Limousines Ah-ah-ah-ah Ah-ah-ah-ah Ciao amore La-da-da-da-da La-da-da-da-da Soft ice cream All the lights are sparkling for you it seems On the downtown scenes, Shady Blue Beatboxing and rapping in the summer rain Like a boss, he sang Jazz and Blues Ah-ah-ah-ah Ah-ah-ah-ah Cacciatore La-da-da-da-da La-da-da-da-da Limousines Ah-ah-ah-ah Ah-ah-ah-ah Ciao amore La-da-da-da-da La-da-da-da-da Soft ice cream The summer's hot And I've been waiting for you all this time I adore you, can't you see, you're meant for me? Summer's hot but I've been cold without you I was so wrong not to tell, I'm in regine Tangerine dreams Catch me if you can Working on my tan Salvatore Dying by the hand Of a foreign man Happily Calling out my name In the summer rain Ciao amore Salvatore can wait Now it's time to eat Soft ice cream Ah-ah-ah-ah Ah-ah-ah-ah Cacciatore La-da-da-da-da La-da-da-da-da Limousines Ah-ah-ah-ah Ah-ah-ah-ah Ciao amore La-da-da-da-da La-da-da-da-da Soft ice cream</div>"
260,Season of the Witch,https://www.vagalume.com.br/lana-del-rey/season-of-the-witch.html,"Hmm, hmm When I look out my window Many sights to see And when I look in my window So many different people to be That it's strange, so strange It's very strange to me You've got to pick up every stitch (Gonna be) You've got to pick up every stitch (Gonna be, gonna be) You've got to pick up every stitch Oh no, must be the season of the witch Must be the season of the witch Must be the season of the witch (Gonna be) When I look over my shoulder (What happens then?) What do you think I see? (MM) Some other cat looking over (Shadoop, shadoop) Over the shoulder at me (Ahh, at me) And he's strange, so strange (So strange) He's very strange to me You've got to pick up every stitch (Gonna be) You've got to pick up every stitch (Gonna be, gonna be) Beatniks are out to make it rich Oh no, must be the season of the witch Must be the season of the witch Must be the season of the witch Witch, witch So it must be the season Must be the season, must be the season (Witch) So it must be the season Must be the season, must be the season (Of the witch) So it must be the season Must be the season, must be the season (Witch) (You've got to pick up every stitch) So it must be the season Must be the season, must be the season (Witch) (You've got to pick up every stitch) So it must be the season Must be the season, must be the season (Witch) (Must be the season of the witch) Witch (Must be the season of the witch) Witch, witch Witch, witch Witch, witch (Witch, witch)</div>"
261,Serial Killer,https://www.vagalume.com.br/lana-del-rey/serial-killer.html,"Wish I may Wish I might find my one true love tonight Do you think that he could be you? If I pray really tight Get into a fake bar fight. While I'm walking down the Avenue If I lay really quiet I know that what I do isn't right I can't stop what I love to do So I murder love in the night Watching them fall one by one they fight Do you think you'll,love me too? (Ooh ooh) Baby, I'm a sociopath Sweet Serial Killer On the warpath 'Cause I love you just a little too much I love you just a little too much (Much much) You can see me drinking Cherry Cola Sweet Serial Killer I left a love note Said you know I love the thrill of the rush You know I love the thrill of the rush (Rush, rush, rush) (You send me right to heaven) Sweet Serial Killer (I guess I?ll see him over) Do it for the thrill of it all Love you just a little too much, much (You send me right to heaven) Sweet Serial Killer (I guess I?ll see him over) I love you just a little too much Love you just a little too much (Much, much) My black fire's burning bright Maybe I'll go out tonight We can paint the town in blue I'm so hot, I ignite Dancing in the dark and I shine Like a light I'm luring you Sneak up on you really quiet Whisper ""Am I what your heart desires?"" I could be your ingenue Keep you safe and inspired Baby let your fantasies unwind We can do what you want to do (Ooh ooh) Baby, I'm a sociopath Sweet Serial Killer On the warpath 'Cause I love you just a little too much I love just a little too much (Much, much) You can see me drinking Cherry Cola Sweet Serial Killer I left a love note Said you know I love the thrill of the rush You know I love the thrill of the rush (Rush, rush, rush) (You send me right to heaven) Sweet Serial Killer (I guess I?ll see him over) Do it for the thrill of it all Love you just a little too much, much (You send me right to heaven) Sweet Serial Killer (I guess I?ll see him over) I love you just a little too much Love you just a little too much (Much, much) (Just have fun) Wanna play you like a game boy. (Don't want one) What's the thrill of the same toy? La la, la la la, la la, La la lie down, down. (Just have fun), Wanna play you like a game boy. (Don't want one), What's the thrill of the same toy? La la, la la la, la la, La la lie down (Down, down) Ugh! You can see me drinking Cherry Cola, Sweet Serial Killer, I left a love note Said you know I love the thrill of the rush. You know I love the thrill of the rush (Rush, rush, rush) (You send me right to heaven) Sweet Serial Killer (I guess I?ll see him over) Do it for the thrill of it all Love you just a little too much, much (You send me right to heaven) Sweet Serial Killer (I guess I?ll see him over) I love you just a little too much Love you just a little too much, much (..)</div>"
262,Shades Of Cool,https://www.vagalume.com.br/lana-del-rey/shades-of-cool.html,"My baby lives in shades of blue Blue eyes and jazz and attitude He lives in California too He drives a Chevy Malibu And when he calls He calls for me and not for you He lives for love, he loves his drugs He loves his baby too But I can't fix him Can't make him better And I can't do nothing about His strange weather But you are unfixable I can't break through your world 'Cause you live in shades of cool Your heart is unbreakable My baby lives in shades of cool Blue heart and hands and aptitude He lives for love, for women too I'm one of many, on his blue And when he calls He calls for me and not for you He prays for love, he prays for peace And maybe someone new But I can't help him Can't make him better And I can't do nothing about His strange weather 'Cause you are unfixable I can't break through your world 'Cause you live in shades of cool Your heart is unbreakable You are unfixable I can't break through your world 'Cause you live in shades of cool Your heart is unbreakable</div>"
263,She's Not Me,https://www.vagalume.com.br/lana-del-rey/shes-not-me.html,"Let's Go When you got her in the back seat, Drivin' round the back streets Trying to block me out, Do you remember my name? Cruising down Santa Monica Boulevard, Does it light up the spark? Do you remember my name? Is she a ride or die bitch? Does she know I'm tattooed onto your heart? You can try to fight it, I have left my mark on you, There is nothing you can do When you think you're over me and Your bad baby is dead and gone, (Remember) I'm the ghost in your machine, I'm your real life suicide girl. You're in love, You're in love, You're in love, Well she might be here, Might be hot, But baby she's not me She's not me When you take her to Chateau Marmont, 'Cause you book the top suite, Lay her on the bed. Do you remember my name? Strip her down to her bare ass, In her Kiki de Montparnasse Like I used to have. Do you remember my name? Is she a ride or die bitch? Does she make you shiver under your skin, Just the way that I did? It wont be the same again, She don't compare to who I am. When you think you're over me and Your bad baby is dead and gone, (Remember) I'm the ghost in your machine, I'm your real life suicide girl. You're in love, You're in love, You're in love, Well she might be here, Might be hot, But baby she's not me You try to forget and you tell her that you miss her, But I bet every time you go to kiss her You get a hot rush feeling on your lips. It's me taking over you, Throwing you a curve ball, Reminding you of our true romancin'. Just like the first time, you and me dancin'. I'll show you all those moves she can't do. She's not me When you think you're over me and Your bad baby is dead and gone, (Remember) I'm the ghost in your machine, I'm your real life suicide girl. You're in love, You're in love, You're in love, Well she might be here, Might be hot, But baby she's not me When you think you're over me and Your bad baby is dead and gone, (Remember) I'm the ghost in your machine, I'm your real life suicide girl. You're in love, You're in love, You're in love, Well she might be here, Might be hot, But baby she's not me She's not me.</div>"
264,Slow Gin Fizzz,https://www.vagalume.com.br/lana-del-rey/slow-gin-fizzz.html,"My dad says slow gin fizz Is swinging in the lobby On the sunset I can do it You can do it Move your hips Go on everybody, get dangerous That is if anybody wanna get an invite Then pick up, and pick up Pick up the liquor Here's a chance and I'm gonna get it It's about time Ladies if you really wanna Ring them suckers Lay down your lips It's about the only way To get the motherfuckers Do what you want, too It's a party, it's a party It's a party, it's a party You think you can run It's a party, it's a party It's a party, it's a party You think you can run Baby if you really wanna know my secret Come a little closer and get it I'll promise I keep it Come a little near until you'll gonna need it I'm gonna tell you Sweeter than cherry pie, treat her They deserve to be hold They realize It's worth, worthwhile It's a party, it's a party It's a party, it's a party You think you can run It's a party, it's a party It's a party, it's a party You think you can run Baby you can buy me diamonds And we'll get right down to it It's me and you You're playin' in the hood Like it's a flat truck In the spotlight we see The car from a mile away We're slowin' They say it's a mountain dance It's a party, it's a party It's a party, it's a party You think you can run It's a party, it's a party It's a party, it's a party You think you can run</div>"
265,Smarty,https://www.vagalume.com.br/lana-del-rey/smarty.html,"Do I make you feel like christmas time? Put me in a party dress one time Love me till I see the sun shine Say you'll never leave me Say you'll never leave me Who has the face like smarty does? Who has the voice like smarty does? Who has the choice like smarty does? Nobody, nobody, nobody Who has the face like smarty does? Who has the voice like smarty does? (nobody) Who has the choice like smarty does? Nobody, nobody, nobody Say I make you feel like christmas time Say I make you feel like christmas time Tell me that I feel like christmas time Put me in a party dress li-line Baby, if you love me you'll call me a bunny Tell me I'm just a baby, honey Meet me and tell me that no one will love me Better than you do Better than you do Dance me all around the room Dance me around the room Keep out the stars, turn out the lights This little world is yours tonight Dance me all around the room Say you'll never leave me Who has the face like smarty does? Who has the voice like smarty does? Who has the choice like smarty does? Nobody, nobody, nobody Who has the face like smarty does? Who has the voice like smarty does? (nobody) Who has the choice like smarty does? Nobody, nobody, nobody Say I make you feel like Like you did, like you did when you were thirteen Say I make you feel like When you were the dirty heavy metal king Say I make you feel all right, all right, all right Kissing me till I see the sun shine Kissing me till I see the sun shine Keep out the stars, turn out the lights This little world is yours tonight Is yours tonight This little world is yours tonight Say you'll never leave me Say you'll never leave me Who has the face like smarty does? Who has the voice like smarty does? Who has the choice like smarty does? Nobody, nobody, nobody Who has the face like smarty does? Who has the voice like smarty does? (nobody) Who has the choice like smarty does? Nobody, nobody, nobody Nobody, nobody, nobody Nobody, nobody, nobody</div>"
266,So Legit,https://www.vagalume.com.br/lana-del-rey/so-legit.html,"You were the freak king of the piercing shop All the girls thought they could sing But they're really not Shit, I don't get it You're looking like a man You're talking like a baby How the fuck is your song In a Coke commercial, crazy? I don't get it Your taste once exquisite What happened to Brooklyn? What happened to New York? What happened to my scene? What happened to punk rock, rock? You called me the queen of the downtown scene, babe How the fuck would you go switch it up And then replace me? I don't get it, I'm so legit Tell me, was it 'cause I wasn't platinum in jewels? That perhaps you thought I was a little bit even uncool Kid, was that it? Stefani, you suck I know you're selling twenty million Wish they could have seen you When we booed you off in Williamsburg You're hurt I know my words don't hurt, yeah Oh, girl, I see you walking 'round in your pearls Thinking that you're number one You're so funny, 'cause honey, you're not What happened to Brooklyn, the last frontier? They said you could make it anywhere If you can make it here But where No magic in the air What happened to Brooklyn? What happened to our scene, baby? Have we all gone Gaga crazy? Remember when the streets used to be dangerous And we were born bad And we were born bad Punk rock Punk rock The boys used to punch each other in the face And girls were walking around wasted And everyone had a good night Come back in sunlight Punk rock Rock, rock</div>"
267,Some Things Last a Long Time,https://www.vagalume.com.br/lana-del-rey/some-things-last-a-long-time.html,Your picture Is still On my wall On my wall The colors Are bright Bright As ever The red is strong The blue is pure Some things last a long time Some things last a long time Your picture Is still On my wall On my wall I think About you Often Often I won't forget All the things we did Some things last a long time Some things last a long time It's funny But it's true And it's true But it's not funny Time comes and goes But all the while I still think about you Some things last a long time Your picture Is still On my wall On my wall The colors Are bright Bright As ever The things that we did How we forget? Some things last a long time Some things last a long time</div>
268,Spender,https://www.vagalume.com.br/lana-del-rey/spender.html,"(Lana) Walk in the joint I can see you where I am A distinction real big spender Good looking so fine Say when you are the .. big spender Verse 1 (Smiler) Sm your boy Smiler iced out Paid da cost to floss what's the price now? Fresh out the gutter, the city begged me to rep it Cuzzie I came with collateral, getters get me so f' it I'm a (Spender) I plug money in harrods, I'm bugs bunny wit carrots, Diamonds on my neck n my arm blingin' with class, Those that always speculated are now beginning to ask are you a (Spender) If it's mines what is it? If it shines what is it? If ur coming at me with goods and you're tryna pitch it I know it's cream o' da crop if it isn't tell me what is it, I'm a (Spender) Cash rules, my flash jewels are monumental Brass fools just act cool with what credentials? It's second nature, I floss n get it for real Black n yellow diamonds all in my chain I'm definitely I'll Chorus (Lana) Let me get right to the point I don't pop my cork for every man I see Hey big spender Spend a little time with me Verse 2 (Smiler) Spend time or spend paper, smiler grinds Never spend dimes I spend major, listen I'm That of a baller, I pick n try it to purchase Pull paper outta my anus, it's blatant buying's my purpose, I'm a (Spender) Red carpets, red camera's- snap snap, Red cars I said it's standard, that's fact Jetsetting and living leisurely, dropping 80 bags on the spot coz I got it so it's my pleasure b (Spender) Strong broads are on fours to see who Concords and tom fords, I'm Gq Gucci belling me ""smiler come in to preview All the ish that came today and besides that, we wanna see you"" I'm a (Spender) English kid, distinguished, talk is cheap Linguistics, bling bling ish, noughts and g's, Brushing shoulders with movers, shakers n bosses Call if it's related to getting wagers or profits, I'm a spender Chorus (Lana) Let me get right to the point I don't pop my cork for every man I see Hey big spender Spend a little time with me Verse 3 (Smiler) Cashcow, I splash out on things nice, Cash out, won't back down or think twice Hit the boutiques, cop some for my honey too Repertoire impressive, you comprehending that I'm a true (Spender) The streets knows I keep dough, Lace you with peeptoes and neat clothes, How better could it get, competition are bluffing F'ing with the boy wonder I'll leave you wanting for nothing, I'm a (Spender) Ain't nuttin that no dude can show you, Trips to Florida, know food in Nobu, Keys to convertibles that I place in ur palm Links of London and the Tiffany that I place on your arm, I'm a (Spender) Big stones, and cribs, homes, the high-life Big shows and whips, those that I like, When I draw for the Visa leave me alone, I get to swiping F the prices I'm in a league of my own I'm a spender Chorus (Lana) Let me get right to the point I don't pop my cork for every man I see Hey big spender Spend a little time with me</div>"
269,SportCruiser,https://www.vagalume.com.br/lana-del-rey/sportcruiser.html,"I took a flying lesson on my 33rd birthday, instead of calling you Or parking on the block where our old place used to be Genesee, genesee, genesee Pathetic, I know - but sometimes I still like to park on that street And have lunch in the car just to feel close to you I was once in love with my life here In that studio apartment with you Little yellow flowers on the tops of trees as our only view Out of the only window Big enough for me to see our future through But it turned out I was the only one who could see it Stupid apartment complex Terrible you You, who I wait for You, you, you Like a broken record stuck on loop So that day, on my birthday, I thought ""Something has to change"" You can't always be about waiting for you Don't tell anyone, but part of my reasoning for taking the flight class, was this idea that if I could become my own navigator The captain of the sky That perhaps I could stop looking for direction from you Well, what started off as an idea on a whim Has turned into something more Too shy to explain to the owners that my first lesson was just a one-time thing I've continued to go to classes each week At the precious little strip off Santa Monica and Bundy And everything was going fine We were starting with dips and loops and then something terrible happened During my fourth lesson in the sky My instructor, younger than I, but as tough as you Instructed me to do a simple maneuverer It's not that I didn't do it But I was slow to lean the sports cruiser into a right hand upward turn Scared, scared that I would lose control of the plane Not tactfully and not gently The instructor shook his head, and without looking at me said “You don't trust yourself” I was horrified Feeling as though I'd somehow been found out Like he knew me How weak I was Of course, he was only talking about my ability as a pilot in the sky But I knew it was meant for me to hear those words For me, they held a deeper meaning I didn't trust myself Not just 25, 000 feet above the coast of Malibu But with anything And I didn't trust you I could've said something but I was quiet Because pilots aren't like poets They don't make metaphors between life and the sky In the midst of this mid-life, meltdown, navigational exercise in self-examination I also decided to do something else I always wanted to do Take sailing lessons in the vibrant bay of Marina del Ray I signed up for the class as ""Elizabeth Grant"" And nobody blinked an eye So, why was I so sure that when I walked into the tiny shack on Valley Way, someone would say “You're not a captain of a ship, or a master of the sky! ” No, the fisherman didn't care, and so neither did I And for a brief moment, I felt more myself than ever before Letting the self proclaimed drunkard captain's lessons wash over me like the foamy tops of the sea Midway through my forehead burned and my hands raw from driving The captain told me the most important thing I'd need to know on the sea “Never run the ship into irons” That's nautical terms for not sailing the boat directly into the wind In order to do that though, you have to know where the wind is coming from And you might not have time to look up to the mast Or up further to the weathervane So you have to feel where the wind is coming from On your cheeks, and by the tips of the white waves from which direction they're rolling To do this, he gave me an exercise He told me to close my eyes, and asked me to feel on my neck which way the wind was blowing I already knew I was going to get it wrong “The wind is coming from everywhere, I feel it all over” I told him “No”, he said “the wind is coming from the left. The portside” I sat waiting for him to tell me “You don't trust yourself” But he didn't, so I said it for him “I don't trust myself” He laughed gentler than the pilot, but still not realising that my failure in the exercise was hitting me at a much deeper lever “It's not that you don't trust yourself” he said. “it's simply that you're not a captain. It isn't what you do” Then he told me he wanted me to practise everyday so I would get better “Which grocery store do you go to? ” he asked “To the Ralphs in the Palisades” I replied “Okay. When you're in the Ralphs in the Palisades I want you, as you're walking from your car to the store To close your eyes, and feel which way the wind is blowing Now, I don't want you to look like a crazy person crouching in the middle of the parking lot but everywhere you go I want you to try and find which way the wind is coming in from And then, determine if it's from the port or starboard side So when you're back on the boat you have a better sense of it” I thought his advice was adorable I could already picture myself in the parking lot Squinting my eyes with perfect housewives looking on I could picture myself growing a better sense of which way the wind was blowing And as I did, a tiny bit of deeper trust also began to grow within myself I thought of mentioning it but I didn't Because captain's aren't like poets They don't make metaphors between sea and sky And as I thought that to myself I realized that's why I write All this circumnavigating the earth Was to get back to my life Six trips to the moon for my poetry to arise I'm not a captain I'm not a pilot I write! I write</div>"
270,Starry Eyed,https://www.vagalume.com.br/lana-del-rey/starry-eyed.html,"Oh, boy you're starry eyed Lie back, baby lie back You've got heaven in your eyes I like that, boy I like that Life doesn't always work out Like you planned it They say make lemonade out of lemons But I try and I just can't understand it All this trying for no good reason Man makes plans and God laughs Why do I even bother to ask? Well, once you and I We were the king and queen of this town It doesn't matter now The sun sets on our love, bye baby Oh, boy you're starry eyed Lie back, baby lie back You've got heaven in your eyes I like that, boy I like that Life doesn't always work out Like you planned it They say make lemonade out of lemons But I try and I can't understand it All this bragging for no good reason Man makes plans and God laughs Why do I even bother to ask? Well, once you and I We were the king and queen of this town It doesn't matter now The sun sets on our love, bye bye baby Oh, boy you're starry eyed Lie back, baby lie back You've got heaven in your eyes I like that, boy I like that It doesn't matter what they say Let's go do it anyway 'Cause you and I have an undying kind of love You can be mine, I'll be yours, c'mon baby Oh, boy you're starry eyed Lie back, baby lie back You've got heaven in your eyes I like that, boy I like that Oh, boy you're starry eyed Lie back, baby lie back You've got heaven in your eyes I like that, boy I like that</div>"
